as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4903,1,1-999,33095,982408,0.93
20260709,4903,2,"1,000-5,000",11531,22423110,21.28
20260709,4903,3,"5,001-10,000",1258,9995967,9.48
20260709,4903,4,"10,001-15,000",335,4267576,4.05
20260709,4903,5,"15,001-20,000",213,4035630,3.83
20260709,4903,6,"20,001-30,000",127,3236347,3.07
20260709,4903,7,"30,001-40,000",53,1903156,1.8
20260709,4903,8,"40,001-50,000",40,1885981,1.79
20260709,4903,9,"50,001-100,000",61,4482202,4.25
20260709,4903,10,"100,001-200,000",25,3516981,3.33
20260709,4903,11,"200,001-400,000",13,3776808,3.58
20260709,4903,12,"400,001-600,000",9,4534012,4.3
20260709,4903,13,"600,001-800,000",1,795000,0.75
20260709,4903,14,"800,001-1,000,000",1,855000,0.81
20260709,4903,15,"1,000,001以上",2,38653536,36.69
20260709,4903,16,合　計,46764,105343714,100.0
