as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2349,1,1-999,80368,16203354,2.33
20260709,2349,2,"1,000-5,000",46995,103310305,14.89
20260709,2349,3,"5,001-10,000",8821,69085081,9.95
20260709,2349,4,"10,001-15,000",2660,33586794,4.84
20260709,2349,5,"15,001-20,000",1985,36966635,5.32
20260709,2349,6,"20,001-30,000",1520,39302313,5.66
20260709,2349,7,"30,001-40,000",672,23861701,3.43
20260709,2349,8,"40,001-50,000",480,22537437,3.24
20260709,2349,9,"50,001-100,000",827,58795551,8.47
20260709,2349,10,"100,001-200,000",372,51374490,7.4
20260709,2349,11,"200,001-400,000",127,35627842,5.13
20260709,2349,12,"400,001-600,000",35,16461579,2.37
20260709,2349,13,"600,001-800,000",22,14629138,2.1
20260709,2349,14,"800,001-1,000,000",17,15136287,2.18
20260709,2349,15,"1,000,001以上",41,156801156,22.6
20260709,2349,16,合　計,144942,693679663,100.0
