as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6235,1,1-999,38078,1494915,0.74
20260709,6235,2,"1,000-5,000",19528,38470914,19.24
20260709,6235,3,"5,001-10,000",2559,19234257,9.62
20260709,6235,4,"10,001-15,000",766,9614681,4.8
20260709,6235,5,"15,001-20,000",438,7990123,3.99
20260709,6235,6,"20,001-30,000",351,8644711,4.32
20260709,6235,7,"30,001-40,000",179,6295127,3.14
20260709,6235,8,"40,001-50,000",64,2956713,1.47
20260709,6235,9,"50,001-100,000",153,10657022,5.33
20260709,6235,10,"100,001-200,000",50,6928185,3.46
20260709,6235,11,"200,001-400,000",24,6572511,3.28
20260709,6235,12,"400,001-600,000",7,3264610,1.63
20260709,6235,13,"600,001-800,000",5,3377325,1.68
20260709,6235,14,"800,001-1,000,000",2,1614873,0.8
20260709,6235,15,"1,000,001以上",9,72790339,36.41
20260709,6235,16,合　計,62213,199906306,100.0
