as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1587,1,1-999,5277,431758,0.53
20260709,1587,2,"1,000-5,000",5459,10835966,13.53
20260709,1587,3,"5,001-10,000",768,5702300,7.12
20260709,1587,4,"10,001-15,000",246,3037057,3.79
20260709,1587,5,"15,001-20,000",142,2636793,3.29
20260709,1587,6,"20,001-30,000",137,3448295,4.3
20260709,1587,7,"30,001-40,000",58,2035754,2.54
20260709,1587,8,"40,001-50,000",29,1328784,1.65
20260709,1587,9,"50,001-100,000",70,5141713,6.42
20260709,1587,10,"100,001-200,000",27,3655593,4.56
20260709,1587,11,"200,001-400,000",17,4554888,5.68
20260709,1587,12,"400,001-600,000",10,4861717,6.07
20260709,1587,13,"600,001-800,000",3,2108878,2.63
20260709,1587,14,"800,001-1,000,000",0,0,0.0
20260709,1587,15,"1,000,001以上",8,30276176,37.81
20260709,1587,16,合　計,12251,80055672,100.0
