as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3224,1,1-999,13849,180459,0.23
20260709,3224,2,"1,000-5,000",2143,4266405,5.45
20260709,3224,3,"5,001-10,000",277,2254399,2.88
20260709,3224,4,"10,001-15,000",103,1316757,1.68
20260709,3224,5,"15,001-20,000",54,994156,1.27
20260709,3224,6,"20,001-30,000",56,1457168,1.86
20260709,3224,7,"30,001-40,000",31,1124812,1.43
20260709,3224,8,"40,001-50,000",10,472586,0.6
20260709,3224,9,"50,001-100,000",53,3923689,5.01
20260709,3224,10,"100,001-200,000",29,4143089,5.29
20260709,3224,11,"200,001-400,000",7,1946711,2.49
20260709,3224,12,"400,001-600,000",6,2956714,3.78
20260709,3224,13,"600,001-800,000",4,2805972,3.58
20260709,3224,14,"800,001-1,000,000",1,811961,1.03
20260709,3224,15,"1,000,001以上",17,49517770,63.34
20260709,3224,16,合　計,16640,78172648,100.0
