as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3218,1,1-999,10343,1796016,2.11
20260709,3218,2,"1,000-5,000",6843,12622000,14.89
20260709,3218,3,"5,001-10,000",695,5158768,6.08
20260709,3218,4,"10,001-15,000",187,2375649,2.8
20260709,3218,5,"15,001-20,000",90,1641938,1.93
20260709,3218,6,"20,001-30,000",80,2001871,2.36
20260709,3218,7,"30,001-40,000",46,1622120,1.91
20260709,3218,8,"40,001-50,000",23,1078510,1.27
20260709,3218,9,"50,001-100,000",37,2499247,2.94
20260709,3218,10,"100,001-200,000",15,2389244,2.82
20260709,3218,11,"200,001-400,000",13,3537934,4.17
20260709,3218,12,"400,001-600,000",6,2925001,3.45
20260709,3218,13,"600,001-800,000",2,1378020,1.62
20260709,3218,14,"800,001-1,000,000",1,1000000,1.18
20260709,3218,15,"1,000,001以上",10,42698581,50.39
20260709,3218,16,合　計,18391,84724899,100.0
