as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2850,1,1-999,6033,1074805,0.34
20260709,2850,2,"1,000-5,000",8857,18131203,5.73
20260709,2850,3,"5,001-10,000",1489,11675450,3.69
20260709,2850,4,"10,001-15,000",474,5975187,1.89
20260709,2850,5,"15,001-20,000",307,5644183,1.78
20260709,2850,6,"20,001-30,000",297,7459852,2.36
20260709,2850,7,"30,001-40,000",145,5133837,1.62
20260709,2850,8,"40,001-50,000",109,5027164,1.59
20260709,2850,9,"50,001-100,000",179,12660986,4.0
20260709,2850,10,"100,001-200,000",97,13414950,4.24
20260709,2850,11,"200,001-400,000",55,15455892,4.89
20260709,2850,12,"400,001-600,000",25,12175869,3.85
20260709,2850,13,"600,001-800,000",13,8930794,2.82
20260709,2850,14,"800,001-1,000,000",13,11713468,3.7
20260709,2850,15,"1,000,001以上",42,181489660,57.44
20260709,2850,16,合　計,18135,315963300,100.0
