as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8131,1,1-999,6540,1172153,0.26
20260709,8131,2,"1,000-5,000",20512,38236188,8.64
20260709,8131,3,"5,001-10,000",2052,16743637,3.78
20260709,8131,4,"10,001-15,000",537,6927282,1.56
20260709,8131,5,"15,001-20,000",373,7011470,1.58
20260709,8131,6,"20,001-30,000",268,6910303,1.56
20260709,8131,7,"30,001-40,000",111,4087158,0.92
20260709,8131,8,"40,001-50,000",87,4112532,0.92
20260709,8131,9,"50,001-100,000",138,9971421,2.25
20260709,8131,10,"100,001-200,000",68,9522382,2.15
20260709,8131,11,"200,001-400,000",41,11877820,2.68
20260709,8131,12,"400,001-600,000",9,4410941,0.99
20260709,8131,13,"600,001-800,000",7,4918440,1.11
20260709,8131,14,"800,001-1,000,000",1,986817,0.22
20260709,8131,15,"1,000,001以上",13,315333679,71.3
20260709,8131,16,合　計,30757,442222223,100.0
