as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,7768,1,1-999,2987,445254,0.63
20260709,7768,2,"1,000-5,000",2940,5041961,7.19
20260709,7768,3,"5,001-10,000",276,2127060,3.03
20260709,7768,4,"10,001-15,000",79,999534,1.42
20260709,7768,5,"15,001-20,000",49,904220,1.29
20260709,7768,6,"20,001-30,000",44,1111737,1.58
20260709,7768,7,"30,001-40,000",18,645065,0.92
20260709,7768,8,"40,001-50,000",17,766586,1.09
20260709,7768,9,"50,001-100,000",48,3402795,4.85
20260709,7768,10,"100,001-200,000",34,4891388,6.98
20260709,7768,11,"200,001-400,000",15,4593664,6.55
20260709,7768,12,"400,001-600,000",3,1573294,2.24
20260709,7768,13,"600,001-800,000",3,2070635,2.95
20260709,7768,14,"800,001-1,000,000",3,2850512,4.06
20260709,7768,15,"1,000,001以上",13,38641295,55.15
20260709,7768,16,合　計,6529,70065000,100.0
