as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1776,1,1-999,1272,388786,0.64
20260709,1776,2,"1,000-5,000",1493,3130085,5.2
20260709,1776,3,"5,001-10,000",255,1981153,3.29
20260709,1776,4,"10,001-15,000",83,1038601,1.72
20260709,1776,5,"15,001-20,000",62,1117916,1.85
20260709,1776,6,"20,001-30,000",53,1341580,2.23
20260709,1776,7,"30,001-40,000",25,898253,1.49
20260709,1776,8,"40,001-50,000",18,817784,1.36
20260709,1776,9,"50,001-100,000",46,3359092,5.58
20260709,1776,10,"100,001-200,000",21,3051451,5.07
20260709,1776,11,"200,001-400,000",11,3433603,5.71
20260709,1776,12,"400,001-600,000",6,2964730,4.93
20260709,1776,13,"600,001-800,000",8,5659890,9.41
20260709,1776,14,"800,001-1,000,000",5,4403532,7.32
20260709,1776,15,"1,000,001以上",13,26520496,44.12
20260709,1776,16,合　計,3371,60106952,100.0
