as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8938,1,1-999,4266,745188,0.47
20260709,8938,2,"1,000-5,000",6151,12441375,7.92
20260709,8938,3,"5,001-10,000",973,7403451,4.71
20260709,8938,4,"10,001-15,000",333,4207265,2.68
20260709,8938,5,"15,001-20,000",186,3399710,2.16
20260709,8938,6,"20,001-30,000",202,5122061,3.26
20260709,8938,7,"30,001-40,000",96,3367255,2.14
20260709,8938,8,"40,001-50,000",70,3244410,2.06
20260709,8938,9,"50,001-100,000",123,8936746,5.69
20260709,8938,10,"100,001-200,000",70,9957670,6.34
20260709,8938,11,"200,001-400,000",33,9185451,5.85
20260709,8938,12,"400,001-600,000",14,6611306,4.21
20260709,8938,13,"600,001-800,000",5,3559446,2.26
20260709,8938,14,"800,001-1,000,000",9,8022628,5.11
20260709,8938,15,"1,000,001以上",30,70782528,45.08
20260709,8938,16,合　計,12561,156986490,100.0
