as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2474,1,1-999,21478,3897964,0.72
20260709,2474,2,"1,000-5,000",34062,61351700,11.38
20260709,2474,3,"5,001-10,000",2819,21970884,4.07
20260709,2474,4,"10,001-15,000",854,11032964,2.04
20260709,2474,5,"15,001-20,000",446,8257882,1.53
20260709,2474,6,"20,001-30,000",369,9375268,1.73
20260709,2474,7,"30,001-40,000",188,6732379,1.24
20260709,2474,8,"40,001-50,000",110,5146918,0.95
20260709,2474,9,"50,001-100,000",196,13961811,2.59
20260709,2474,10,"100,001-200,000",110,15141118,2.81
20260709,2474,11,"200,001-400,000",46,12846404,2.38
20260709,2474,12,"400,001-600,000",8,3732528,0.69
20260709,2474,13,"600,001-800,000",14,9576358,1.77
20260709,2474,14,"800,001-1,000,000",12,10772727,1.99
20260709,2474,15,"1,000,001以上",60,345024163,64.03
20260709,2474,16,合　計,60772,538821068,100.0
