as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3535,1,1-999,29549,1256438,1.58
20260709,3535,2,"1,000-5,000",13338,23530743,29.76
20260709,3535,3,"5,001-10,000",981,7656760,9.68
20260709,3535,4,"10,001-15,000",284,3670065,4.64
20260709,3535,5,"15,001-20,000",174,3223214,4.07
20260709,3535,6,"20,001-30,000",153,3943380,4.98
20260709,3535,7,"30,001-40,000",61,2247000,2.84
20260709,3535,8,"40,001-50,000",32,1483342,1.87
20260709,3535,9,"50,001-100,000",55,4058065,5.13
20260709,3535,10,"100,001-200,000",28,4113189,5.2
20260709,3535,11,"200,001-400,000",14,4086000,5.16
20260709,3535,12,"400,001-600,000",2,905269,1.14
20260709,3535,13,"600,001-800,000",2,1300806,1.64
20260709,3535,14,"800,001-1,000,000",0,0,0.0
20260709,3535,15,"1,000,001以上",5,17578085,22.23
20260709,3535,16,合　計,44678,79052356,100.0
