as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2102,1,1-999,70069,3028623,0.63
20260709,2102,2,"1,000-5,000",6386,13873343,2.93
20260709,2102,3,"5,001-10,000",1309,9880573,2.08
20260709,2102,4,"10,001-15,000",456,5656260,1.19
20260709,2102,5,"15,001-20,000",292,5212027,1.1
20260709,2102,6,"20,001-30,000",232,5765525,1.21
20260709,2102,7,"30,001-40,000",103,3646213,0.77
20260709,2102,8,"40,001-50,000",97,4470113,0.94
20260709,2102,9,"50,001-100,000",169,12196533,2.57
20260709,2102,10,"100,001-200,000",98,13721932,2.89
20260709,2102,11,"200,001-400,000",50,13486874,2.84
20260709,2102,12,"400,001-600,000",16,8079442,1.7
20260709,2102,13,"600,001-800,000",10,6905483,1.45
20260709,2102,14,"800,001-1,000,000",6,5539062,1.17
20260709,2102,15,"1,000,001以上",35,361867204,76.45
20260709,2102,16,合　計,79328,473329207,100.0
