as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5258,1,1-999,17961,664439,0.6
20260709,5258,2,"1,000-5,000",5971,11479948,10.4
20260709,5258,3,"5,001-10,000",806,5899070,5.34
20260709,5258,4,"10,001-15,000",291,3547713,3.21
20260709,5258,5,"15,001-20,000",139,2471523,2.23
20260709,5258,6,"20,001-30,000",170,4244822,3.84
20260709,5258,7,"30,001-40,000",74,2583027,2.34
20260709,5258,8,"40,001-50,000",45,2038076,1.84
20260709,5258,9,"50,001-100,000",101,6974306,6.31
20260709,5258,10,"100,001-200,000",46,6440102,5.83
20260709,5258,11,"200,001-400,000",30,8043700,7.28
20260709,5258,12,"400,001-600,000",15,7389873,6.69
20260709,5258,13,"600,001-800,000",6,3930874,3.56
20260709,5258,14,"800,001-1,000,000",4,3639372,3.29
20260709,5258,15,"1,000,001以上",15,41018049,37.16
20260709,5258,16,合　計,25674,110364894,100.0
