as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2884,1,1-999,155755,37236888,0.23
20260709,2884,2,"1,000-5,000",274408,598280833,3.69
20260709,2884,3,"5,001-10,000",69333,488907498,3.02
20260709,2884,4,"10,001-15,000",32487,393389929,2.43
20260709,2884,5,"15,001-20,000",14437,250928956,1.55
20260709,2884,6,"20,001-30,000",15996,388850670,2.4
20260709,2884,7,"30,001-40,000",7791,268948565,1.66
20260709,2884,8,"40,001-50,000",4788,214883386,1.32
20260709,2884,9,"50,001-100,000",9736,667437539,4.12
20260709,2884,10,"100,001-200,000",4435,598819081,3.7
20260709,2884,11,"200,001-400,000",1959,536540544,3.31
20260709,2884,12,"400,001-600,000",645,314700043,1.94
20260709,2884,13,"600,001-800,000",321,220374321,1.36
20260709,2884,14,"800,001-1,000,000",206,184509420,1.14
20260709,2884,15,"1,000,001以上",888,11010192327,68.07
20260709,2884,16,合　計,593185,16174000000,100.0
