as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2433,1,1-999,2282,367670,0.25
20260709,2433,2,"1,000-5,000",4556,9714005,6.72
20260709,2433,3,"5,001-10,000",666,5063486,3.5
20260709,2433,4,"10,001-15,000",178,2233398,1.54
20260709,2433,5,"15,001-20,000",95,1703657,1.17
20260709,2433,6,"20,001-30,000",86,2196585,1.52
20260709,2433,7,"30,001-40,000",31,1077690,0.74
20260709,2433,8,"40,001-50,000",21,981131,0.67
20260709,2433,9,"50,001-100,000",33,2380628,1.64
20260709,2433,10,"100,001-200,000",15,2092640,1.44
20260709,2433,11,"200,001-400,000",9,2519724,1.74
20260709,2433,12,"400,001-600,000",4,1685000,1.16
20260709,2433,13,"600,001-800,000",0,0,0.0
20260709,2433,14,"800,001-1,000,000",0,0,0.0
20260709,2433,15,"1,000,001以上",14,112480397,77.84
20260709,2433,16,合　計,7990,144496011,100.0
