as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1806,1,1-999,12765,3446352,0.88
20260709,1806,2,"1,000-5,000",8369,19571941,5.01
20260709,1806,3,"5,001-10,000",1927,15014757,3.84
20260709,1806,4,"10,001-15,000",529,6569502,1.68
20260709,1806,5,"15,001-20,000",413,7550593,1.93
20260709,1806,6,"20,001-30,000",308,7899586,2.02
20260709,1806,7,"30,001-40,000",146,5139273,1.31
20260709,1806,8,"40,001-50,000",100,4627472,1.18
20260709,1806,9,"50,001-100,000",165,11539277,2.95
20260709,1806,10,"100,001-200,000",58,8227466,2.1
20260709,1806,11,"200,001-400,000",35,9902747,2.53
20260709,1806,12,"400,001-600,000",14,6831800,1.74
20260709,1806,13,"600,001-800,000",8,5613744,1.43
20260709,1806,14,"800,001-1,000,000",3,2551100,0.65
20260709,1806,15,"1,000,001以上",35,275918260,70.67
20260709,1806,16,合　計,24875,390403870,100.0
