as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2430,1,1-999,31565,1651563,1.41
20260709,2430,2,"1,000-5,000",5146,10584155,9.06
20260709,2430,3,"5,001-10,000",783,6027490,5.16
20260709,2430,4,"10,001-15,000",259,3204922,2.74
20260709,2430,5,"15,001-20,000",139,2504153,2.14
20260709,2430,6,"20,001-30,000",119,2954218,2.52
20260709,2430,7,"30,001-40,000",65,2269233,1.94
20260709,2430,8,"40,001-50,000",32,1463545,1.25
20260709,2430,9,"50,001-100,000",51,3482664,2.98
20260709,2430,10,"100,001-200,000",42,5783146,4.95
20260709,2430,11,"200,001-400,000",11,2894531,2.47
20260709,2430,12,"400,001-600,000",8,3933204,3.36
20260709,2430,13,"600,001-800,000",2,1354504,1.15
20260709,2430,14,"800,001-1,000,000",4,3504005,3.0
20260709,2430,15,"1,000,001以上",10,65188667,55.81
20260709,2430,16,合　計,38236,116800000,100.0
