as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8091,1,1-999,13379,642086,1.13
20260709,8091,2,"1,000-5,000",4341,7660665,13.6
20260709,8091,3,"5,001-10,000",415,3127347,5.55
20260709,8091,4,"10,001-15,000",118,1457722,2.58
20260709,8091,5,"15,001-20,000",87,1569338,2.78
20260709,8091,6,"20,001-30,000",61,1532903,2.72
20260709,8091,7,"30,001-40,000",31,1084392,1.92
20260709,8091,8,"40,001-50,000",31,1426508,2.53
20260709,8091,9,"50,001-100,000",50,3420607,6.07
20260709,8091,10,"100,001-200,000",25,3518273,6.24
20260709,8091,11,"200,001-400,000",14,4204240,7.46
20260709,8091,12,"400,001-600,000",6,2962804,5.26
20260709,8091,13,"600,001-800,000",4,2870122,5.09
20260709,8091,14,"800,001-1,000,000",3,2716933,4.82
20260709,8091,15,"1,000,001以上",10,18130943,32.18
20260709,8091,16,合　計,18575,56324883,100.0
