as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20251121,3617,1,1-999,3103,468540,0.49
20251121,3617,2,"1,000-5,000",3487,6260686,6.64
20251121,3617,3,"5,001-10,000",321,2436466,2.58
20251121,3617,4,"10,001-15,000",105,1326950,1.4
20251121,3617,5,"15,001-20,000",56,1027623,1.09
20251121,3617,6,"20,001-30,000",64,1615274,1.71
20251121,3617,7,"30,001-40,000",28,969950,1.03
20251121,3617,8,"40,001-50,000",20,880492,0.93
20251121,3617,9,"50,001-100,000",53,3664504,3.89
20251121,3617,10,"100,001-200,000",26,3685951,3.91
20251121,3617,11,"200,001-400,000",25,6948172,7.37
20251121,3617,12,"400,001-600,000",13,6179584,6.56
20251121,3617,13,"600,001-800,000",4,2696129,2.86
20251121,3617,14,"800,001-1,000,000",3,2831747,3.0
20251121,3617,15,"1,000,001以上",17,53173981,56.46
20251121,3617,16,合　計,7325,94166049,100.0
20251128,3617,1,1-999,3134,468004,0.49
20251128,3617,2,"1,000-5,000",3548,6419859,6.81
20251128,3617,3,"5,001-10,000",325,2485471,2.63
20251128,3617,4,"10,001-15,000",104,1324234,1.4
20251128,3617,5,"15,001-20,000",57,1047623,1.11
20251128,3617,6,"20,001-30,000",67,1687825,1.79
20251128,3617,7,"30,001-40,000",32,1106662,1.17
20251128,3617,8,"40,001-50,000",23,1025153,1.08
20251128,3617,9,"50,001-100,000",49,3457247,3.67
20251128,3617,10,"100,001-200,000",28,4036107,4.28
20251128,3617,11,"200,001-400,000",23,6617472,7.02
20251128,3617,12,"400,001-600,000",12,5777535,6.13
20251128,3617,13,"600,001-800,000",4,2696129,2.86
20251128,3617,14,"800,001-1,000,000",3,2837747,3.01
20251128,3617,15,"1,000,001以上",17,53178981,56.47
20251128,3617,16,合　計,7426,94166049,100.0
20251205,3617,1,1-999,3161,477083,0.5
20251205,3617,2,"1,000-5,000",3552,6432769,6.83
20251205,3617,3,"5,001-10,000",342,2609751,2.77
20251205,3617,4,"10,001-15,000",108,1376185,1.46
20251205,3617,5,"15,001-20,000",57,1047623,1.11
20251205,3617,6,"20,001-30,000",67,1687825,1.79
20251205,3617,7,"30,001-40,000",29,1012750,1.07
20251205,3617,8,"40,001-50,000",23,1048852,1.11
20251205,3617,9,"50,001-100,000",51,3666059,3.89
20251205,3617,10,"100,001-200,000",27,3825507,4.06
20251205,3617,11,"200,001-400,000",23,6574072,6.98
20251205,3617,12,"400,001-600,000",12,5781716,6.13
