as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5324,1,1-999,17321,753927,0.33
20260709,5324,2,"1,000-5,000",2620,6044228,2.66
20260709,5324,3,"5,001-10,000",533,4373933,1.93
20260709,5324,4,"10,001-15,000",187,2425485,1.07
20260709,5324,5,"15,001-20,000",145,2730506,1.2
20260709,5324,6,"20,001-30,000",118,3038027,1.34
20260709,5324,7,"30,001-40,000",66,2363676,1.04
20260709,5324,8,"40,001-50,000",50,2335528,1.03
20260709,5324,9,"50,001-100,000",102,7540009,3.33
20260709,5324,10,"100,001-200,000",45,6145859,2.71
20260709,5324,11,"200,001-400,000",29,8157578,3.6
20260709,5324,12,"400,001-600,000",12,5856732,2.58
20260709,5324,13,"600,001-800,000",9,6246553,2.75
20260709,5324,14,"800,001-1,000,000",2,1977000,0.87
20260709,5324,15,"1,000,001以上",25,166390049,73.5
20260709,5324,16,合　計,21264,226379090,100.0
