as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3284,1,1-999,17941,306159,0.28
20260709,3284,2,"1,000-5,000",3319,6781722,6.25
20260709,3284,3,"5,001-10,000",541,4143298,3.81
20260709,3284,4,"10,001-15,000",178,2228338,2.05
20260709,3284,5,"15,001-20,000",98,1775608,1.63
20260709,3284,6,"20,001-30,000",98,2495547,2.3
20260709,3284,7,"30,001-40,000",49,1733228,1.59
20260709,3284,8,"40,001-50,000",23,1038291,0.95
20260709,3284,9,"50,001-100,000",45,3187379,2.93
20260709,3284,10,"100,001-200,000",25,3359989,3.09
20260709,3284,11,"200,001-400,000",18,5230001,4.82
20260709,3284,12,"400,001-600,000",3,1414859,1.3
20260709,3284,13,"600,001-800,000",2,1418416,1.3
20260709,3284,14,"800,001-1,000,000",0,0,0.0
20260709,3284,15,"1,000,001以上",15,73369638,67.63
20260709,3284,16,合　計,22355,108482473,100.0
