as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1903,1,1-999,16457,694228,0.26
20260709,1903,2,"1,000-5,000",3472,6651186,2.55
20260709,1903,3,"5,001-10,000",439,3541211,1.36
20260709,1903,4,"10,001-15,000",179,2313489,0.88
20260709,1903,5,"15,001-20,000",111,2050160,0.78
20260709,1903,6,"20,001-30,000",126,3166355,1.21
20260709,1903,7,"30,001-40,000",58,2090874,0.8
20260709,1903,8,"40,001-50,000",48,2197422,0.84
20260709,1903,9,"50,001-100,000",90,6368996,2.44
20260709,1903,10,"100,001-200,000",74,10637757,4.09
20260709,1903,11,"200,001-400,000",35,9625938,3.7
20260709,1903,12,"400,001-600,000",11,5234263,2.01
20260709,1903,13,"600,001-800,000",6,4347830,1.67
20260709,1903,14,"800,001-1,000,000",7,6414096,2.46
20260709,1903,15,"1,000,001以上",41,194705316,74.87
20260709,1903,16,合　計,21154,260039121,100.0
