as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6244,1,1-999,50845,4283780,1.1
20260709,6244,2,"1,000-5,000",35458,72854392,18.82
20260709,6244,3,"5,001-10,000",5150,40383007,10.43
20260709,6244,4,"10,001-15,000",1462,18470284,4.77
20260709,6244,5,"15,001-20,000",905,16754101,4.32
20260709,6244,6,"20,001-30,000",739,18584711,4.8
20260709,6244,7,"30,001-40,000",369,13035887,3.36
20260709,6244,8,"40,001-50,000",239,11145654,2.87
20260709,6244,9,"50,001-100,000",364,25992995,6.71
20260709,6244,10,"100,001-200,000",144,19904250,5.14
20260709,6244,11,"200,001-400,000",61,16367645,4.22
20260709,6244,12,"400,001-600,000",25,12255905,3.16
20260709,6244,13,"600,001-800,000",6,4112287,1.06
20260709,6244,14,"800,001-1,000,000",6,5287946,1.36
20260709,6244,15,"1,000,001以上",30,107609031,27.8
20260709,6244,16,合　計,95803,387041875,100.0
