as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6284,1,1-999,34556,1422108,0.95
20260709,6284,2,"1,000-5,000",17000,29765993,19.97
20260709,6284,3,"5,001-10,000",1346,10710662,7.18
20260709,6284,4,"10,001-15,000",321,4088612,2.74
20260709,6284,5,"15,001-20,000",228,4258375,2.85
20260709,6284,6,"20,001-30,000",161,4125409,2.76
20260709,6284,7,"30,001-40,000",59,2107613,1.41
20260709,6284,8,"40,001-50,000",48,2211698,1.48
20260709,6284,9,"50,001-100,000",79,5528805,3.71
20260709,6284,10,"100,001-200,000",25,3772941,2.53
20260709,6284,11,"200,001-400,000",24,7172641,4.81
20260709,6284,12,"400,001-600,000",8,3853014,2.58
20260709,6284,13,"600,001-800,000",6,4242587,2.84
20260709,6284,14,"800,001-1,000,000",1,862040,0.57
20260709,6284,15,"1,000,001以上",5,64857843,43.53
20260709,6284,16,合　計,53867,148980341,100.0
