as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5905,1,1-999,29295,1466310,0.52
20260709,5905,2,"1,000-5,000",11688,25809577,9.16
20260709,5905,3,"5,001-10,000",2426,19265756,6.84
20260709,5905,4,"10,001-15,000",793,10225120,3.63
20260709,5905,5,"15,001-20,000",559,10456462,3.71
20260709,5905,6,"20,001-30,000",416,10681607,3.79
20260709,5905,7,"30,001-40,000",274,9955353,3.53
20260709,5905,8,"40,001-50,000",142,6672695,2.36
20260709,5905,9,"50,001-100,000",257,18323950,6.5
20260709,5905,10,"100,001-200,000",121,17277124,6.13
20260709,5905,11,"200,001-400,000",68,19267760,6.84
20260709,5905,12,"400,001-600,000",13,6104294,2.16
20260709,5905,13,"600,001-800,000",6,4348849,1.54
20260709,5905,14,"800,001-1,000,000",8,7142036,2.53
20260709,5905,15,"1,000,001以上",16,114626342,40.7
20260709,5905,16,合　計,46082,281623235,100.0
