as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2363,1,1-999,64561,16434488,3.19
20260709,2363,2,"1,000-5,000",54269,106382094,20.65
20260709,2363,3,"5,001-10,000",6328,48260617,9.37
20260709,2363,4,"10,001-15,000",1684,21204474,4.11
20260709,2363,5,"15,001-20,000",1008,18207239,3.53
20260709,2363,6,"20,001-30,000",775,19630377,3.81
20260709,2363,7,"30,001-40,000",383,13552308,2.63
20260709,2363,8,"40,001-50,000",238,10991174,2.13
20260709,2363,9,"50,001-100,000",393,27448844,5.32
20260709,2363,10,"100,001-200,000",143,19466013,3.77
20260709,2363,11,"200,001-400,000",73,20221827,3.92
20260709,2363,12,"400,001-600,000",17,8063130,1.56
20260709,2363,13,"600,001-800,000",7,4905081,0.95
20260709,2363,14,"800,001-1,000,000",13,11777285,2.28
20260709,2363,15,"1,000,001以上",31,168443210,32.7
20260709,2363,16,合　計,129923,514988161,100.0
