as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2062,1,1-999,1453,235463,0.11
20260709,2062,2,"1,000-5,000",7584,15680045,7.84
20260709,2062,3,"5,001-10,000",1212,9779529,4.88
20260709,2062,4,"10,001-15,000",406,5204785,2.6
20260709,2062,5,"15,001-20,000",238,4483629,2.24
20260709,2062,6,"20,001-30,000",191,4835325,2.41
20260709,2062,7,"30,001-40,000",113,3988749,1.99
20260709,2062,8,"40,001-50,000",80,3712407,1.85
20260709,2062,9,"50,001-100,000",147,10355320,5.17
20260709,2062,10,"100,001-200,000",61,8679875,4.34
20260709,2062,11,"200,001-400,000",34,9039224,4.51
20260709,2062,12,"400,001-600,000",16,7509901,3.75
20260709,2062,13,"600,001-800,000",4,2723487,1.36
20260709,2062,14,"800,001-1,000,000",3,2776118,1.38
20260709,2062,15,"1,000,001以上",16,110990295,55.49
20260709,2062,16,合　計,11558,199994152,100.0
