as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6988,1,1-999,88,7178,0.01
20260709,6988,2,"1,000-5,000",158,366376,0.76
20260709,6988,3,"5,001-10,000",45,390157,0.81
20260709,6988,4,"10,001-15,000",24,309617,0.65
20260709,6988,5,"15,001-20,000",12,229000,0.48
20260709,6988,6,"20,001-30,000",23,594434,1.24
20260709,6988,7,"30,001-40,000",13,460194,0.96
20260709,6988,8,"40,001-50,000",9,413988,0.86
20260709,6988,9,"50,001-100,000",28,2109957,4.43
20260709,6988,10,"100,001-200,000",14,1888529,3.96
20260709,6988,11,"200,001-400,000",12,3564348,7.48
20260709,6988,12,"400,001-600,000",1,500744,1.05
20260709,6988,13,"600,001-800,000",5,3278490,6.88
20260709,6988,14,"800,001-1,000,000",2,1816000,3.81
20260709,6988,15,"1,000,001以上",12,31670988,66.53
20260709,6988,16,合　計,446,47600000,100.0
