as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6204,1,1-999,17815,309946,1.34
20260709,6204,2,"1,000-5,000",3821,7062138,30.56
20260709,6204,3,"5,001-10,000",387,3034395,13.13
20260709,6204,4,"10,001-15,000",94,1212572,5.24
20260709,6204,5,"15,001-20,000",65,1195000,5.17
20260709,6204,6,"20,001-30,000",39,1003001,4.34
20260709,6204,7,"30,001-40,000",21,758040,3.28
20260709,6204,8,"40,001-50,000",13,580000,2.51
20260709,6204,9,"50,001-100,000",9,686981,2.97
20260709,6204,10,"100,001-200,000",3,393000,1.7
20260709,6204,11,"200,001-400,000",0,0,0.0
20260709,6204,12,"400,001-600,000",0,0,0.0
20260709,6204,13,"600,001-800,000",0,0,0.0
20260709,6204,14,"800,001-1,000,000",1,941945,4.07
20260709,6204,15,"1,000,001以上",2,5925062,25.64
20260709,6204,16,合　計,22270,23102080,100.0
