as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3466,1,1-999,21869,552592,0.7
20260709,3466,2,"1,000-5,000",4475,8379345,10.75
20260709,3466,3,"5,001-10,000",537,4219622,5.41
20260709,3466,4,"10,001-15,000",193,2493169,3.2
20260709,3466,5,"15,001-20,000",129,2363226,3.03
20260709,3466,6,"20,001-30,000",139,3489694,4.48
20260709,3466,7,"30,001-40,000",48,1701842,2.18
20260709,3466,8,"40,001-50,000",34,1576637,2.02
20260709,3466,9,"50,001-100,000",78,5720114,7.34
20260709,3466,10,"100,001-200,000",35,4962436,6.37
20260709,3466,11,"200,001-400,000",23,6080417,7.8
20260709,3466,12,"400,001-600,000",8,3874000,4.97
20260709,3466,13,"600,001-800,000",6,3890000,4.99
20260709,3466,14,"800,001-1,000,000",2,1766000,2.26
20260709,3466,15,"1,000,001以上",10,26822979,34.43
20260709,3466,16,合　計,27586,77892073,100.0
