as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5488,1,1-999,35504,344188,0.37
20260709,5488,2,"1,000-5,000",3636,7854360,8.57
20260709,5488,3,"5,001-10,000",760,6086228,6.64
20260709,5488,4,"10,001-15,000",232,2984715,3.25
20260709,5488,5,"15,001-20,000",150,2812828,3.07
20260709,5488,6,"20,001-30,000",152,3951157,4.31
20260709,5488,7,"30,001-40,000",56,2011047,2.19
20260709,5488,8,"40,001-50,000",41,1911512,2.08
20260709,5488,9,"50,001-100,000",102,7582390,8.27
20260709,5488,10,"100,001-200,000",51,7040747,7.68
20260709,5488,11,"200,001-400,000",30,8283885,9.04
20260709,5488,12,"400,001-600,000",11,5711163,6.23
20260709,5488,13,"600,001-800,000",2,1466000,1.6
20260709,5488,14,"800,001-1,000,000",0,0,0.0
20260709,5488,15,"1,000,001以上",15,33545904,36.62
20260709,5488,16,合　計,40742,91586124,100.0
