as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6875,1,1-999,674,124015,0.09
20260709,6875,2,"1,000-5,000",2747,5765565,4.46
20260709,6875,3,"5,001-10,000",482,3716264,2.87
20260709,6875,4,"10,001-15,000",233,2981392,2.3
20260709,6875,5,"15,001-20,000",143,2618548,2.02
20260709,6875,6,"20,001-30,000",146,3710000,2.87
20260709,6875,7,"30,001-40,000",95,3396434,2.62
20260709,6875,8,"40,001-50,000",52,2386661,1.84
20260709,6875,9,"50,001-100,000",118,8345646,6.46
20260709,6875,10,"100,001-200,000",54,7735949,5.98
20260709,6875,11,"200,001-400,000",30,9034001,6.99
20260709,6875,12,"400,001-600,000",10,5352711,4.14
20260709,6875,13,"600,001-800,000",5,3317606,2.56
20260709,6875,14,"800,001-1,000,000",3,2755294,2.13
20260709,6875,15,"1,000,001以上",18,67942718,52.59
20260709,6875,16,合　計,4810,129182804,100.0
