as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6160,1,1-999,38632,235443,0.34
20260709,6160,2,"1,000-5,000",4955,10557984,15.41
20260709,6160,3,"5,001-10,000",837,6767214,9.88
20260709,6160,4,"10,001-15,000",239,3080478,4.49
20260709,6160,5,"15,001-20,000",177,3315103,4.84
20260709,6160,6,"20,001-30,000",115,3025499,4.41
20260709,6160,7,"30,001-40,000",54,1925954,2.81
20260709,6160,8,"40,001-50,000",36,1666044,2.43
20260709,6160,9,"50,001-100,000",69,4707327,6.87
20260709,6160,10,"100,001-200,000",31,4341814,6.33
20260709,6160,11,"200,001-400,000",9,2490000,3.63
20260709,6160,12,"400,001-600,000",4,1931665,2.82
20260709,6160,13,"600,001-800,000",2,1400219,2.04
20260709,6160,14,"800,001-1,000,000",3,2706000,3.95
20260709,6160,15,"1,000,001以上",7,20338376,29.69
20260709,6160,16,合　計,45170,68489120,100.0
