as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8931,1,1-999,16793,256174,0.2
20260709,8931,2,"1,000-5,000",1911,3663487,2.99
20260709,8931,3,"5,001-10,000",241,1851564,1.51
20260709,8931,4,"10,001-15,000",101,1277817,1.04
20260709,8931,5,"15,001-20,000",54,984460,0.8
20260709,8931,6,"20,001-30,000",48,1179374,0.96
20260709,8931,7,"30,001-40,000",22,752196,0.61
20260709,8931,8,"40,001-50,000",14,648578,0.53
20260709,8931,9,"50,001-100,000",38,2776602,2.27
20260709,8931,10,"100,001-200,000",27,3798776,3.1
20260709,8931,11,"200,001-400,000",20,5726399,4.68
20260709,8931,12,"400,001-600,000",4,2046739,1.67
20260709,8931,13,"600,001-800,000",1,630000,0.51
20260709,8931,14,"800,001-1,000,000",2,1891000,1.54
20260709,8931,15,"1,000,001以上",7,94771696,77.51
20260709,8931,16,合　計,19283,122254862,100.0
