as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8933,1,1-999,26055,2690101,0.82
20260709,8933,2,"1,000-5,000",11292,25265949,7.73
20260709,8933,3,"5,001-10,000",2690,20327444,6.22
20260709,8933,4,"10,001-15,000",990,12227242,3.74
20260709,8933,5,"15,001-20,000",621,11270341,3.44
20260709,8933,6,"20,001-30,000",519,13016455,3.98
20260709,8933,7,"30,001-40,000",245,8601857,2.63
20260709,8933,8,"40,001-50,000",153,6982422,2.13
20260709,8933,9,"50,001-100,000",292,20410006,6.24
20260709,8933,10,"100,001-200,000",131,17839825,5.46
20260709,8933,11,"200,001-400,000",57,15443214,4.72
20260709,8933,12,"400,001-600,000",17,8046317,2.46
20260709,8933,13,"600,001-800,000",10,6682789,2.04
20260709,8933,14,"800,001-1,000,000",3,2500529,0.76
20260709,8933,15,"1,000,001以上",14,155419814,47.56
20260709,8933,16,合　計,43089,326724305,100.0
