as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20251121,1734,1,1-999,49087,1997327,1.05
20251121,1734,2,"1,000-5,000",12726,24227320,12.73
20251121,1734,3,"5,001-10,000",1873,12426700,6.53
20251121,1734,4,"10,001-15,000",829,9826102,5.16
20251121,1734,5,"15,001-20,000",255,4446875,2.33
20251121,1734,6,"20,001-30,000",331,8012117,4.21
20251121,1734,7,"30,001-40,000",136,4692038,2.46
20251121,1734,8,"40,001-50,000",77,3451441,1.81
20251121,1734,9,"50,001-100,000",167,11375884,5.98
20251121,1734,10,"100,001-200,000",81,10809336,5.68
20251121,1734,11,"200,001-400,000",48,13566985,7.13
20251121,1734,12,"400,001-600,000",18,8685746,4.56
20251121,1734,13,"600,001-800,000",8,5491788,2.88
20251121,1734,14,"800,001-1,000,000",2,1694407,0.89
20251121,1734,15,"1,000,001以上",16,69492708,36.53
20251121,1734,16,合　計,65654,190196774,100.0
20251128,1734,1,1-999,49144,2001556,1.05
20251128,1734,2,"1,000-5,000",12675,24123716,12.68
20251128,1734,3,"5,001-10,000",1868,12412709,6.52
20251128,1734,4,"10,001-15,000",832,9868706,5.18
20251128,1734,5,"15,001-20,000",254,4426991,2.32
20251128,1734,6,"20,001-30,000",329,7953356,4.18
20251128,1734,7,"30,001-40,000",137,4741538,2.49
20251128,1734,8,"40,001-50,000",75,3360515,1.76
20251128,1734,9,"50,001-100,000",166,11304378,5.94
20251128,1734,10,"100,001-200,000",82,10900086,5.73
20251128,1734,11,"200,001-400,000",48,13630386,7.16
20251128,1734,12,"400,001-600,000",17,8194988,4.3
20251128,1734,13,"600,001-800,000",8,5587788,2.93
20251128,1734,14,"800,001-1,000,000",3,2664353,1.4
20251128,1734,15,"1,000,001以上",16,69025708,36.29
20251128,1734,16,合　計,65654,190196774,100.0
20251205,1734,1,1-999,49200,2001353,1.05
20251205,1734,2,"1,000-5,000",12658,24101101,12.67
20251205,1734,3,"5,001-10,000",1855,12317351,6.47
20251205,1734,4,"10,001-15,000",832,9871148,5.18
20251205,1734,5,"15,001-20,000",250,4363743,2.29
20251205,1734,6,"20,001-30,000",331,8013721,4.21
20251205,1734,7,"30,001-40,000",138,4766561,2.5
20251205,1734,8,"40,001-50,000",75,3366515,1.77
20251205,1734,9,"50,001-100,000",164,11123569,5.84
20251205,1734,10,"100,001-200,000",84,11137495,5.85
20251205,1734,11,"200,001-400,000",48,13578386,7.13
20251205,1734,12,"400,001-600,000",17,8223988,4.32
20251205,1734,13,"600,001-800,000",8,5603788,2.94
20251205,1734,14,"800,001-1,000,000",3,2664353,1.4
20251205,1734,15,"1,000,001以上",16,69063702,36.31
20251205,1734,16,合　計,65679,190196774,100.0
20251212,1734,1,1-999,49214,1985507,1.04
20251212,1734,2,"1,000-5,000",12691,24194223,12.72
20251212,1734,3,"5,001-10,000",1854,12330084,6.48
20251212,1734,4,"10,001-15,000",824,9774213,5.13
20251212,1734,5,"15,001-20,000",252,4393417,2.3
20251212,1734,6,"20,001-30,000",336,8138307,4.27
20251212,1734,7,"30,001-40,000",136,4694663,2.46
20251212,1734,8,"40,001-50,000",76,3409971,1.79
20251212,1734,9,"50,001-100,000",164,11144932,5.85
20251212,1734,10,"100,001-200,000",84,11136145,5.85
20251212,1734,11,"200,001-400,000",49,14058262,7.39
20251212,1734,12,"400,001-600,000",18,8735934,4.59
20251212,1734,13,"600,001-800,000",7,4950007,2.6
20251212,1734,14,"800,001-1,000,000",2,1694407,0.89
20251212,1734,15,"1,000,001以上",16,69556702,36.57
20251212,1734,16,合　計,65723,190196774,100.0
20251219,1734,1,1-999,49268,1982778,1.04
20251219,1734,2,"1,000-5,000",12695,24223004,12.73
20251219,1734,3,"5,001-10,000",1854,12324697,6.47
20251219,1734,4,"10,001-15,000",827,9805926,5.15
20251219,1734,5,"15,001-20,000",250,4360314,2.29
20251219,1734,6,"20,001-30,000",338,8181215,4.3
20251219,1734,7,"30,001-40,000",137,4738806,2.49
20251219,1734,8,"40,001-50,000",74,3316858,1.74
20251219,1734,9,"50,001-100,000",164,11157788,5.86
20251219,1734,10,"100,001-200,000",83,10919014,5.74
20251219,1734,11,"200,001-400,000",50,14223663,7.47
20251219,1734,12,"400,001-600,000",18,8783563,4.61
20251219,1734,13,"600,001-800,000",7,4937007,2.59
20251219,1734,14,"800,001-1,000,000",2,1694407,0.89
20251219,1734,15,"1,000,001以上",16,69547734,36.56
20251219,1734,16,合　計,65783,190196774,100.0
20251226,1734,1,1-999,49306,1979216,1.04
20251226,1734,2,"1,000-5,000",12703,24242657,12.74
20251226,1734,3,"5,001-10,000",1856,12342865,6.48
20251226,1734,4,"10,001-15,000",830,9845669,5.17
20251226,1734,5,"15,001-20,000",253,4416884,2.32
20251226,1734,6,"20,001-30,000",334,8077191,4.24
20251226,1734,7,"30,001-40,000",138,4777157,2.51
20251226,1734,8,"40,001-50,000",73,3271368,1.71
