as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4711,1,1-999,4043,830417,1.36
20260709,4711,2,"1,000-5,000",2794,5691809,9.32
20260709,4711,3,"5,001-10,000",389,3101708,5.08
20260709,4711,4,"10,001-15,000",90,1164260,1.9
20260709,4711,5,"15,001-20,000",68,1256525,2.05
20260709,4711,6,"20,001-30,000",52,1359634,2.22
20260709,4711,7,"30,001-40,000",38,1343748,2.2
20260709,4711,8,"40,001-50,000",19,877204,1.43
20260709,4711,9,"50,001-100,000",32,2417575,3.95
20260709,4711,10,"100,001-200,000",23,3106411,5.08
20260709,4711,11,"200,001-400,000",11,3263528,5.34
20260709,4711,12,"400,001-600,000",2,971485,1.59
20260709,4711,13,"600,001-800,000",2,1300000,2.12
20260709,4711,14,"800,001-1,000,000",2,1755061,2.87
20260709,4711,15,"1,000,001以上",4,32616635,53.42
20260709,4711,16,合　計,7569,61056000,100.0
