as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4207,1,1-999,4328,764691,0.38
20260709,4207,2,"1,000-5,000",2858,5972382,3.0
20260709,4207,3,"5,001-10,000",598,4212697,2.12
20260709,4207,4,"10,001-15,000",276,3344119,1.68
20260709,4207,5,"15,001-20,000",130,2296327,1.15
20260709,4207,6,"20,001-30,000",154,3789345,1.9
20260709,4207,7,"30,001-40,000",94,3241718,1.63
20260709,4207,8,"40,001-50,000",39,1746930,0.87
20260709,4207,9,"50,001-100,000",93,6398247,3.22
20260709,4207,10,"100,001-200,000",71,9688618,4.87
20260709,4207,11,"200,001-400,000",49,13537046,6.81
20260709,4207,12,"400,001-600,000",18,8728351,4.39
20260709,4207,13,"600,001-800,000",5,3427361,1.72
20260709,4207,14,"800,001-1,000,000",6,5167952,2.6
20260709,4207,15,"1,000,001以上",23,126222224,63.57
20260709,4207,16,合　計,8742,198538008,100.0
