as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1795,1,1-999,17284.0,2948337,1.1
20260709,1795,2,"1,000-5,000",19711.0,37998970,14.23
20260709,1795,3,"5,001-10,000",2221.0,17154421,6.42
20260709,1795,4,"10,001-15,000",656.0,8342430,3.12
20260709,1795,5,"15,001-20,000",362.0,6661519,2.49
20260709,1795,6,"20,001-30,000",303.0,7661538,2.87
20260709,1795,7,"30,001-40,000",132.0,4751559,1.78
20260709,1795,8,"40,001-50,000",66.0,3028202,1.13
20260709,1795,9,"50,001-100,000",144.0,10409645,3.9
20260709,1795,10,"100,001-200,000",45.0,6404087,2.39
20260709,1795,11,"200,001-400,000",23.0,6119588,2.29
20260709,1795,12,"400,001-600,000",14.0,6634833,2.48
20260709,1795,13,"600,001-800,000",4.0,2799496,1.04
20260709,1795,14,"800,001-1,000,000",4.0,3862689,1.44
20260709,1795,15,"1,000,001以上",11.0,142097198,53.24
20260709,1795,16,差異數調整（說明4）,,-700,-0.0
20260709,1795,17,合　計,40980.0,266873812,100.0
