as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3360,1,1-999,37872,546200,0.71
20260709,3360,2,"1,000-5,000",7140,14953473,19.57
20260709,3360,3,"5,001-10,000",1174,9252402,12.11
20260709,3360,4,"10,001-15,000",347,4303229,5.63
20260709,3360,5,"15,001-20,000",187,3528057,4.61
20260709,3360,6,"20,001-30,000",152,3861770,5.05
20260709,3360,7,"30,001-40,000",66,2321331,3.03
20260709,3360,8,"40,001-50,000",41,1934040,2.53
20260709,3360,9,"50,001-100,000",72,5258109,6.88
20260709,3360,10,"100,001-200,000",48,6727352,8.8
20260709,3360,11,"200,001-400,000",15,3916227,5.12
20260709,3360,12,"400,001-600,000",5,2393986,3.13
20260709,3360,13,"600,001-800,000",4,2963461,3.87
20260709,3360,14,"800,001-1,000,000",1,866000,1.13
20260709,3360,15,"1,000,001以上",4,13576607,17.76
20260709,3360,16,合　計,47128,76402244,100.0
