as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2613,1,1-999,27806,1135262,0.76
20260709,2613,2,"1,000-5,000",10006,20105560,13.54
20260709,2613,3,"5,001-10,000",1237,9769874,6.58
20260709,2613,4,"10,001-15,000",311,3939679,2.65
20260709,2613,5,"15,001-20,000",233,4377037,2.94
20260709,2613,6,"20,001-30,000",154,3928468,2.64
20260709,2613,7,"30,001-40,000",67,2462611,1.65
20260709,2613,8,"40,001-50,000",49,2315958,1.56
20260709,2613,9,"50,001-100,000",70,5158269,3.47
20260709,2613,10,"100,001-200,000",45,6560509,4.42
20260709,2613,11,"200,001-400,000",18,5102798,3.43
20260709,2613,12,"400,001-600,000",12,5726886,3.85
20260709,2613,13,"600,001-800,000",4,2651394,1.78
20260709,2613,14,"800,001-1,000,000",2,1764208,1.18
20260709,2613,15,"1,000,001以上",11,73424945,49.46
20260709,2613,16,合　計,40025,148423458,100.0
