as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5536,1,1-999,21400,1292321,1.04
20260709,5536,2,"1,000-5,000",4305,8343371,6.72
20260709,5536,3,"5,001-10,000",518,3799819,3.06
20260709,5536,4,"10,001-15,000",173,2181249,1.75
20260709,5536,5,"15,001-20,000",107,1939831,1.56
20260709,5536,6,"20,001-30,000",111,2695406,2.17
20260709,5536,7,"30,001-40,000",65,2320964,1.87
20260709,5536,8,"40,001-50,000",35,1595398,1.28
20260709,5536,9,"50,001-100,000",104,7551818,6.08
20260709,5536,10,"100,001-200,000",50,7145351,5.75
20260709,5536,11,"200,001-400,000",43,12952445,10.43
20260709,5536,12,"400,001-600,000",27,12798761,10.31
20260709,5536,13,"600,001-800,000",15,11105779,8.95
20260709,5536,14,"800,001-1,000,000",2,1785324,1.43
20260709,5536,15,"1,000,001以上",19,46573093,37.53
20260709,5536,16,合　計,26974,124080930,100.0
