as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8928,1,1-999,1317,267287,0.52
20260709,8928,2,"1,000-5,000",2286,4893778,9.62
20260709,8928,3,"5,001-10,000",422,3344920,6.57
20260709,8928,4,"10,001-15,000",131,1702021,3.34
20260709,8928,5,"15,001-20,000",78,1445671,2.84
20260709,8928,6,"20,001-30,000",66,1687079,3.31
20260709,8928,7,"30,001-40,000",34,1216331,2.39
20260709,8928,8,"40,001-50,000",21,967521,1.9
20260709,8928,9,"50,001-100,000",37,2644334,5.19
20260709,8928,10,"100,001-200,000",29,4299371,8.45
20260709,8928,11,"200,001-400,000",12,3386175,6.65
20260709,8928,12,"400,001-600,000",5,2311063,4.54
20260709,8928,13,"600,001-800,000",3,2032548,3.99
20260709,8928,14,"800,001-1,000,000",3,2512108,4.93
20260709,8928,15,"1,000,001以上",2,18143808,35.67
20260709,8928,16,合　計,4446,50854015,100.0
