as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1815,1,1-999,79511,9589639,1.63
20260709,1815,2,"1,000-5,000",87100,158219783,27.02
20260709,1815,3,"5,001-10,000",7686,58960603,10.07
20260709,1815,4,"10,001-15,000",2127,26734590,4.56
20260709,1815,5,"15,001-20,000",1096,20112233,3.43
20260709,1815,6,"20,001-30,000",865,21705660,3.7
20260709,1815,7,"30,001-40,000",415,14860676,2.53
20260709,1815,8,"40,001-50,000",215,9926025,1.69
20260709,1815,9,"50,001-100,000",372,26445627,4.51
20260709,1815,10,"100,001-200,000",148,20511357,3.5
20260709,1815,11,"200,001-400,000",68,18798500,3.21
20260709,1815,12,"400,001-600,000",13,6385726,1.09
20260709,1815,13,"600,001-800,000",9,6582029,1.12
20260709,1815,14,"800,001-1,000,000",6,5583036,0.95
20260709,1815,15,"1,000,001以上",43,181064003,30.92
20260709,1815,16,合　計,179674,585479487,100.0
