as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2724,1,1-999,541,107255,0.17
20260709,2724,2,"1,000-5,000",283,606468,1.01
20260709,2724,3,"5,001-10,000",43,323466,0.54
20260709,2724,4,"10,001-15,000",41,520234,0.87
20260709,2724,5,"15,001-20,000",19,339907,0.56
20260709,2724,6,"20,001-30,000",21,558312,0.93
20260709,2724,7,"30,001-40,000",15,527779,0.88
20260709,2724,8,"40,001-50,000",7,318948,0.53
20260709,2724,9,"50,001-100,000",26,1861520,3.12
20260709,2724,10,"100,001-200,000",12,1658168,2.77
20260709,2724,11,"200,001-400,000",11,2954084,4.95
20260709,2724,12,"400,001-600,000",5,2482059,4.16
20260709,2724,13,"600,001-800,000",0,0,0.0
20260709,2724,14,"800,001-1,000,000",0,0,0.0
20260709,2724,15,"1,000,001以上",5,47398145,79.45
20260709,2724,16,合　計,1029,59656345,100.0
