as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6830,1,1-999,16993,2535312,4.64
20260709,6830,2,"1,000-5,000",6906,12059301,22.09
20260709,6830,3,"5,001-10,000",515,3857676,7.06
20260709,6830,4,"10,001-15,000",123,1541393,2.82
20260709,6830,5,"15,001-20,000",54,961260,1.76
20260709,6830,6,"20,001-30,000",75,1876975,3.43
20260709,6830,7,"30,001-40,000",32,1096091,2.0
20260709,6830,8,"40,001-50,000",15,683086,1.25
20260709,6830,9,"50,001-100,000",39,2727807,4.99
20260709,6830,10,"100,001-200,000",29,4265895,7.81
20260709,6830,11,"200,001-400,000",16,4723699,8.65
20260709,6830,12,"400,001-600,000",6,2997585,5.49
20260709,6830,13,"600,001-800,000",6,4235454,7.76
20260709,6830,14,"800,001-1,000,000",3,2505042,4.58
20260709,6830,15,"1,000,001以上",5,8512567,15.59
20260709,6830,16,合　計,24817,54579143,100.0
