as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2227,1,1-999,3028,511955,0.17
20260709,2227,2,"1,000-5,000",3910,7207099,2.4
20260709,2227,3,"5,001-10,000",426,3268104,1.08
20260709,2227,4,"10,001-15,000",124,1540478,0.51
20260709,2227,5,"15,001-20,000",58,1016804,0.33
20260709,2227,6,"20,001-30,000",53,1340183,0.44
20260709,2227,7,"30,001-40,000",16,542293,0.18
20260709,2227,8,"40,001-50,000",15,668000,0.22
20260709,2227,9,"50,001-100,000",20,1403000,0.46
20260709,2227,10,"100,001-200,000",4,566230,0.18
20260709,2227,11,"200,001-400,000",5,1403854,0.46
20260709,2227,12,"400,001-600,000",0,0,0.0
20260709,2227,13,"600,001-800,000",1,720000,0.24
20260709,2227,14,"800,001-1,000,000",0,0,0.0
20260709,2227,15,"1,000,001以上",10,279812000,93.27
20260709,2227,16,合　計,7670,300000000,100.0
