as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5530,1,1-999,4025,673343,0.16
20260709,5530,2,"1,000-5,000",6361,12489535,2.97
20260709,5530,3,"5,001-10,000",863,6793616,1.61
20260709,5530,4,"10,001-15,000",320,4115093,0.97
20260709,5530,5,"15,001-20,000",215,3954547,0.94
20260709,5530,6,"20,001-30,000",166,4245029,1.01
20260709,5530,7,"30,001-40,000",101,3582087,0.85
20260709,5530,8,"40,001-50,000",78,3630837,0.86
20260709,5530,9,"50,001-100,000",153,11211103,2.66
20260709,5530,10,"100,001-200,000",76,10859462,2.58
20260709,5530,11,"200,001-400,000",41,11643778,2.77
20260709,5530,12,"400,001-600,000",13,6447998,1.53
20260709,5530,13,"600,001-800,000",6,4020000,0.95
20260709,5530,14,"800,001-1,000,000",3,2710631,0.64
20260709,5530,15,"1,000,001以上",27,333707140,79.43
20260709,5530,16,合　計,12448,420084199,100.0
