as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2109,1,1-999,29181,838901,0.3
20260709,2109,2,"1,000-5,000",3841,8724598,3.12
20260709,2109,3,"5,001-10,000",840,6774684,2.42
20260709,2109,4,"10,001-15,000",309,3943239,1.41
20260709,2109,5,"15,001-20,000",204,3800470,1.36
20260709,2109,6,"20,001-30,000",193,4991845,1.78
20260709,2109,7,"30,001-40,000",121,4277707,1.53
20260709,2109,8,"40,001-50,000",67,3119844,1.11
20260709,2109,9,"50,001-100,000",148,10481066,3.75
20260709,2109,10,"100,001-200,000",77,10853378,3.88
20260709,2109,11,"200,001-400,000",47,13171351,4.71
20260709,2109,12,"400,001-600,000",22,10703178,3.83
20260709,2109,13,"600,001-800,000",6,4214424,1.5
20260709,2109,14,"800,001-1,000,000",8,7259749,2.59
20260709,2109,15,"1,000,001以上",35,186194700,66.65
20260709,2109,16,合　計,35099,279349134,100.0
