as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6581,1,1-999,823,76065,0.06
20260709,6581,2,"1,000-5,000",1191,2207943,1.98
20260709,6581,3,"5,001-10,000",117,910101,0.81
20260709,6581,4,"10,001-15,000",50,649035,0.58
20260709,6581,5,"15,001-20,000",14,265000,0.23
20260709,6581,6,"20,001-30,000",28,695815,0.62
20260709,6581,7,"30,001-40,000",16,563532,0.5
20260709,6581,8,"40,001-50,000",7,316639,0.28
20260709,6581,9,"50,001-100,000",23,1684845,1.51
20260709,6581,10,"100,001-200,000",12,1654474,1.48
20260709,6581,11,"200,001-400,000",7,1873000,1.68
20260709,6581,12,"400,001-600,000",4,1762637,1.58
20260709,6581,13,"600,001-800,000",3,1952000,1.75
20260709,6581,14,"800,001-1,000,000",0,0,0.0
20260709,6581,15,"1,000,001以上",11,96659801,86.86
20260709,6581,16,合　計,2306,111270887,100.0
