as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6143,1,1-999,40526,1089322,1.26
20260709,6143,2,"1,000-5,000",12522,24448564,28.4
20260709,6143,3,"5,001-10,000",1265,9869582,11.46
20260709,6143,4,"10,001-15,000",300,3813375,4.43
20260709,6143,5,"15,001-20,000",184,3395979,3.94
20260709,6143,6,"20,001-30,000",136,3498758,4.06
20260709,6143,7,"30,001-40,000",49,1757870,2.04
20260709,6143,8,"40,001-50,000",26,1218000,1.41
20260709,6143,9,"50,001-100,000",58,4100125,4.76
20260709,6143,10,"100,001-200,000",28,3862602,4.48
20260709,6143,11,"200,001-400,000",11,2878453,3.34
20260709,6143,12,"400,001-600,000",8,4063673,4.72
20260709,6143,13,"600,001-800,000",4,2893000,3.36
20260709,6143,14,"800,001-1,000,000",3,2921000,3.39
20260709,6143,15,"1,000,001以上",5,16248594,18.88
20260709,6143,16,合　計,55125,86058897,100.0
