as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,9958,1,1-999,32761,2347389,0.95
20260709,9958,2,"1,000-5,000",20626,39055100,15.81
20260709,9958,3,"5,001-10,000",2048,16154808,6.54
20260709,9958,4,"10,001-15,000",598,7748150,3.13
20260709,9958,5,"15,001-20,000",352,6420289,2.6
20260709,9958,6,"20,001-30,000",311,8037297,3.25
20260709,9958,7,"30,001-40,000",131,4617828,1.87
20260709,9958,8,"40,001-50,000",92,4241859,1.71
20260709,9958,9,"50,001-100,000",150,10307046,4.17
20260709,9958,10,"100,001-200,000",61,8223582,3.33
20260709,9958,11,"200,001-400,000",32,8455975,3.42
20260709,9958,12,"400,001-600,000",24,11863146,4.8
20260709,9958,13,"600,001-800,000",12,8364964,3.38
20260709,9958,14,"800,001-1,000,000",3,2777378,1.12
20260709,9958,15,"1,000,001以上",22,108281854,43.85
20260709,9958,16,合　計,57223,246896665,100.0
