as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3066,1,1-999,1750,427620,0.51
20260709,3066,2,"1,000-5,000",2765,5522839,6.64
20260709,3066,3,"5,001-10,000",378,3014283,3.62
20260709,3066,4,"10,001-15,000",82,1036061,1.24
20260709,3066,5,"15,001-20,000",66,1212652,1.45
20260709,3066,6,"20,001-30,000",39,1015641,1.22
20260709,3066,7,"30,001-40,000",18,647773,0.77
20260709,3066,8,"40,001-50,000",17,803192,0.96
20260709,3066,9,"50,001-100,000",28,1974924,2.37
20260709,3066,10,"100,001-200,000",23,3257026,3.92
20260709,3066,11,"200,001-400,000",14,4538967,5.46
20260709,3066,12,"400,001-600,000",1,516000,0.62
20260709,3066,13,"600,001-800,000",4,2787450,3.35
20260709,3066,14,"800,001-1,000,000",0,0,0.0
20260709,3066,15,"1,000,001以上",9,56316184,67.79
20260709,3066,16,合　計,5194,83070612,100.0
