as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2641,1,1-999,46105,947309,0.28
20260709,2641,2,"1,000-5,000",25843,56948659,17.23
20260709,2641,3,"5,001-10,000",4590,37759871,11.43
20260709,2641,4,"10,001-15,000",1234,16009215,4.84
20260709,2641,5,"15,001-20,000",985,18716909,5.66
20260709,2641,6,"20,001-30,000",695,18226108,5.51
20260709,2641,7,"30,001-40,000",330,11931047,3.61
20260709,2641,8,"40,001-50,000",204,9631151,2.91
20260709,2641,9,"50,001-100,000",369,26922885,8.15
20260709,2641,10,"100,001-200,000",143,20918402,6.33
20260709,2641,11,"200,001-400,000",63,17568989,5.31
20260709,2641,12,"400,001-600,000",23,11295444,3.41
20260709,2641,13,"600,001-800,000",4,2647332,0.8
20260709,2641,14,"800,001-1,000,000",3,2826583,0.85
20260709,2641,15,"1,000,001以上",15,77983840,23.6
20260709,2641,16,合　計,80606,330333744,100.0
