as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3652,1,1-999,694,97037,0.12
20260709,3652,2,"1,000-5,000",2247,4281341,5.7
20260709,3652,3,"5,001-10,000",285,2313147,3.08
20260709,3652,4,"10,001-15,000",61,806232,1.07
20260709,3652,5,"15,001-20,000",55,991920,1.32
20260709,3652,6,"20,001-30,000",50,1300271,1.73
20260709,3652,7,"30,001-40,000",23,826857,1.1
20260709,3652,8,"40,001-50,000",15,687486,0.91
20260709,3652,9,"50,001-100,000",39,2664186,3.54
20260709,3652,10,"100,001-200,000",29,4183582,5.57
20260709,3652,11,"200,001-400,000",13,3187659,4.24
20260709,3652,12,"400,001-600,000",3,1323147,1.76
20260709,3652,13,"600,001-800,000",1,679000,0.9
20260709,3652,14,"800,001-1,000,000",1,1000000,1.33
20260709,3652,15,"1,000,001以上",7,50755635,67.58
20260709,3652,16,合　計,3523,75097500,100.0
