as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1526,1,1-999,46610,465144,0.77
20260709,1526,2,"1,000-5,000",4279,8907366,14.84
20260709,1526,3,"5,001-10,000",613,4871972,8.11
20260709,1526,4,"10,001-15,000",221,2825394,4.7
20260709,1526,5,"15,001-20,000",142,2597422,4.32
20260709,1526,6,"20,001-30,000",109,2829645,4.71
20260709,1526,7,"30,001-40,000",49,1779194,2.96
20260709,1526,8,"40,001-50,000",27,1271500,2.11
20260709,1526,9,"50,001-100,000",67,4788324,7.98
20260709,1526,10,"100,001-200,000",26,3520560,5.86
20260709,1526,11,"200,001-400,000",13,3922249,6.53
20260709,1526,12,"400,001-600,000",7,3503205,5.83
20260709,1526,13,"600,001-800,000",1,751000,1.25
20260709,1526,14,"800,001-1,000,000",0,0,0.0
20260709,1526,15,"1,000,001以上",3,17967025,29.94
20260709,1526,16,合　計,52167,60000000,100.0
