as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2106,1,1-999,14197,3379326,0.35
20260709,2106,2,"1,000-5,000",12548,27055250,2.83
20260709,2106,3,"5,001-10,000",2795,20089423,2.1
20260709,2106,4,"10,001-15,000",1177,14241134,1.49
20260709,2106,5,"15,001-20,000",604,10793315,1.13
20260709,2106,6,"20,001-30,000",653,15975243,1.67
20260709,2106,7,"30,001-40,000",321,11233270,1.17
20260709,2106,8,"40,001-50,000",202,9191877,0.96
20260709,2106,9,"50,001-100,000",383,26873403,2.81
20260709,2106,10,"100,001-200,000",223,30243678,3.16
20260709,2106,11,"200,001-400,000",82,23676412,2.47
20260709,2106,12,"400,001-600,000",45,21839765,2.28
20260709,2106,13,"600,001-800,000",17,11615625,1.21
20260709,2106,14,"800,001-1,000,000",12,10837679,1.13
20260709,2106,15,"1,000,001以上",86,717844600,75.17
20260709,2106,16,合　計,33345,954890000,100.0
