as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2906,1,1-999,9145,2372440,1.13
20260709,2906,2,"1,000-5,000",6458,13863608,6.62
20260709,2906,3,"5,001-10,000",1117,8632621,4.12
20260709,2906,4,"10,001-15,000",353,4416711,2.11
20260709,2906,5,"15,001-20,000",237,4343125,2.07
20260709,2906,6,"20,001-30,000",198,5090218,2.43
20260709,2906,7,"30,001-40,000",106,3774612,1.8
20260709,2906,8,"40,001-50,000",72,3335309,1.59
20260709,2906,9,"50,001-100,000",132,9688308,4.63
20260709,2906,10,"100,001-200,000",61,8830573,4.22
20260709,2906,11,"200,001-400,000",34,9292500,4.44
20260709,2906,12,"400,001-600,000",14,6868373,3.28
20260709,2906,13,"600,001-800,000",5,3292000,1.57
20260709,2906,14,"800,001-1,000,000",1,811000,0.38
20260709,2906,15,"1,000,001以上",15,124505250,59.53
20260709,2906,16,合　計,17948,209116648,100.0
