as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3338,1,1-999,47454,616300,0.7
20260709,3338,2,"1,000-5,000",13081,23505389,26.73
20260709,3338,3,"5,001-10,000",1104,8835166,10.05
20260709,3338,4,"10,001-15,000",279,3601285,4.09
20260709,3338,5,"15,001-20,000",164,3049338,3.46
20260709,3338,6,"20,001-30,000",143,3700501,4.2
20260709,3338,7,"30,001-40,000",61,2217149,2.52
20260709,3338,8,"40,001-50,000",36,1701528,1.93
20260709,3338,9,"50,001-100,000",64,4636238,5.27
20260709,3338,10,"100,001-200,000",34,4711065,5.35
20260709,3338,11,"200,001-400,000",15,4154536,4.72
20260709,3338,12,"400,001-600,000",8,3958137,4.5
20260709,3338,13,"600,001-800,000",2,1428049,1.62
20260709,3338,14,"800,001-1,000,000",1,888276,1.01
20260709,3338,15,"1,000,001以上",6,20905184,23.78
20260709,3338,16,合　計,62452,87908141,100.0
