as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3541,1,1-999,13742,282586,0.5
20260709,3541,2,"1,000-5,000",2992,6314512,11.2
20260709,3541,3,"5,001-10,000",559,4164553,7.39
20260709,3541,4,"10,001-15,000",181,2285645,4.05
20260709,3541,5,"15,001-20,000",94,1705532,3.02
20260709,3541,6,"20,001-30,000",112,2800938,4.97
20260709,3541,7,"30,001-40,000",53,1915247,3.39
20260709,3541,8,"40,001-50,000",32,1462750,2.59
20260709,3541,9,"50,001-100,000",65,4665444,8.27
20260709,3541,10,"100,001-200,000",29,3962757,7.03
20260709,3541,11,"200,001-400,000",24,6636065,11.77
20260709,3541,12,"400,001-600,000",2,916088,1.62
20260709,3541,13,"600,001-800,000",4,2697126,4.78
20260709,3541,14,"800,001-1,000,000",3,2571203,4.56
20260709,3541,15,"1,000,001以上",11,13968696,24.78
20260709,3541,16,合　計,17903,56349142,100.0
