as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8114,1,1-999,5109,814745,1.06
20260709,8114,2,"1,000-5,000",5012,8933054,11.67
20260709,8114,3,"5,001-10,000",494,3797012,4.96
20260709,8114,4,"10,001-15,000",161,2028847,2.65
20260709,8114,5,"15,001-20,000",104,1887622,2.46
20260709,8114,6,"20,001-30,000",86,2161813,2.82
20260709,8114,7,"30,001-40,000",51,1780040,2.32
20260709,8114,8,"40,001-50,000",26,1217822,1.59
20260709,8114,9,"50,001-100,000",75,5268882,6.88
20260709,8114,10,"100,001-200,000",43,6182551,8.08
20260709,8114,11,"200,001-400,000",21,5858784,7.65
20260709,8114,12,"400,001-600,000",12,5776906,7.55
20260709,8114,13,"600,001-800,000",3,2095659,2.73
20260709,8114,14,"800,001-1,000,000",3,2841532,3.71
20260709,8114,15,"1,000,001以上",14,25842503,33.78
20260709,8114,16,合　計,11214,76487772,100.0
