as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,9962,1,1-999,23130,211074,0.23
20260709,9962,2,"1,000-5,000",4171,9295231,10.3
20260709,9962,3,"5,001-10,000",858,6859603,7.6
20260709,9962,4,"10,001-15,000",308,3962419,4.39
20260709,9962,5,"15,001-20,000",207,3828978,4.24
20260709,9962,6,"20,001-30,000",156,3998702,4.43
20260709,9962,7,"30,001-40,000",76,2768813,3.06
20260709,9962,8,"40,001-50,000",56,2592700,2.87
20260709,9962,9,"50,001-100,000",78,5676630,6.29
20260709,9962,10,"100,001-200,000",39,5486376,6.08
20260709,9962,11,"200,001-400,000",11,3051039,3.38
20260709,9962,12,"400,001-600,000",7,3373528,3.73
20260709,9962,13,"600,001-800,000",3,2170504,2.4
20260709,9962,14,"800,001-1,000,000",1,881000,0.97
20260709,9962,15,"1,000,001以上",16,36063663,39.97
20260709,9962,16,合　計,29117,90220260,100.0
